current_file:.\parsedData\94792123_a2.txt														
1363905654199.00	0.00	 'system'	 'phetFrame'	 'window'	 'resized'	 'width = 1024'	 'height = 768\n']-> <<BEFORE>> first user action!							
1363906370492.00	709.06	 'user'	 'junction.192'	 'sprite'	 'movedJunction'	 'x = 8.8446641934806'	 'y = 5.471166014528478'	 'component = resistor.6.endJunction\n']-> 1363906370492:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906372727.00	711.30	 'user'	 'junction.190'	 'sprite'	 'movedJunction'	 'x = 6.651162790697675'	 'y = 5.550387596899225'	 'component = wire.26.endJunction'	 'component = resistor.6.startJunction\n']-> 1363906372727:movedJunction.junction -> None	Organize	organizeWorkspace	junction		
1363906373875.00	712.44	 'user'	 'resistor.7'	 'sprite'	 'addedComponent'	 '\n']-> 1363906373875:addedComponent.resistor -> None	Build	add	resistor					
1363906374711.00	713.28	 'model'	 'junction.195'	 'junction'	 'junctionFormed'	 'component = wire.5.startJunction'	 'component = resistor.7.endJunction\n']-> 1363906374711:junctionFormed.junction -> None	Build	join	resistor				
1363906376029.00	714.60	 'user'	 'wire.27'	 'sprite'	 'addedComponent'	 '\n']-> 1363906376029:addedComponent.wire -> None	Build	add	wire					
1363906378187.00	716.76	 'model'	 'junction.198'	 'junction'	 'junctionFormed'	 'component = wire.26.endJunction'	 'component = resistor.6.startJunction'	 'component = wire.27.startJunction\n']-> 1363906378187:junctionFormed.junction -> None	Build	joinX	wire			
1363906378267.00	716.84	 'model'	 'junction.199'	 'junction'	 'junctionFormed'	 'component = resistor.7.startJunction'	 'component = wire.27.endJunction\n']-> 1363906378267:junctionFormed.junction -> reading_updated	Revise	join	wire				
1363906378817.00	717.39	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.45\n']-> <<IGNORED!>>								
1363906378850.00	717.42	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.45 Amps\n']-> <<IGNORED!>>								
1363906379980.00	718.55	 'user'	 'junction.198'	 'sprite'	 'movedJunction'	 'x = 6.651162790697675'	 'y = 5.627906976744186'	 'component = wire.26.endJunction'	 'component = resistor.6.startJunction'	 'component = wire.27.startJunction\n']-> 1363906379980:movedJunction.junction -> None	Organize	organizeWorkspace	junction	
1363906380683.00	719.25	 'model'	 'junction.198'	 'junction'	 'junctionSplit'	 'component = wire.26.endJunction'	 'component = resistor.6.startJunction'	 'component = wire.27.startJunction\n']-> 1363906380683:junctionSplit.junction -> reading_updated	Revise	split	junction			
1363906381291.00	719.86	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.00\n']-> <<IGNORED!>>								
1363906381317.00	719.89	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.00 Amps\n']-> <<IGNORED!>>								
1363906384076.00	722.65	 'user'	 'resistor.6'	 'sprite'	 'movedComponent'	 'x = 6.146149224806204'	 'y = 4.186046511627906'	 'x2 = 7.2401916049505965'	 'y2 = 4.0871853946607555\n']-> <<IGNORED!>>					
1363906384140.00	722.71	 'model'	 'junction.203'	 'junction'	 'junctionFormed'	 'component = resistor.1.endJunction'	 'component = wire.10.startJunction'	 'component = resistor.6.startJunction\n']-> 1363906384140:junctionFormed.junction -> None	Build	joinX	resistor			
1363906384643.00	723.21	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 9.00\n']-> <<IGNORED!>>								
1363906386985.00	725.55	 'user'	 'resistor.6'	 'sprite'	 'removedComponent'	 '\n']-> 1363906386985:removedComponent.resistor -> None	Revise	remove	resistor					
1363906388796.00	727.37	 'user'	 'resistor.1'	 'sprite'	 'movedComponent'	 'x = 5.175275479689978'	 'y = 4.284703622676119'	 'x2 = 6.273775479689979'	 'y2 = 4.284703622676119\n']-> 1363906388796:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906392427.00	731.00	 'user'	 'junction.202'	 'sprite'	 'movedJunction'	 'x = 7.565891472868217'	 'y = 5.7984496124031'	 'component = wire.27.startJunction\n']-> 1363906392427:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906395244.00	733.81	 'user'	 'resistor.8'	 'sprite'	 'addedComponent'	 '\n']-> 1363906395244:addedComponent.resistor -> None	Build	add	resistor					
1363906395245.00	733.81	 'system'	 'simsharingManager'	 'simsharingManager'	 'sentEvent'	 'messageCount = 900\n']-> <<IGNORED!>>								
1363906396679.00	735.25	 'model'	 'junction.206'	 'junction'	 'junctionFormed'	 'component = wire.27.startJunction'	 'component = resistor.8.endJunction\n']-> 1363906396679:junctionFormed.junction -> None	Build	join	resistor				
1363906398781.00	737.35	 'user'	 'junction.200'	 'sprite'	 'movedJunction'	 'x = 6.476096666639277'	 'y = 5.085702771230578'	 'component = wire.26.endJunction\n']-> 1363906398781:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906398861.00	737.43	 'model'	 'junction.207'	 'junction'	 'junctionFormed'	 'component = wire.26.endJunction'	 'component = resistor.8.startJunction\n']-> 1363906398861:junctionFormed.junction -> reading_updated	Revise	join	resistor				
1363906399407.00	737.98	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.30\n']-> <<IGNORED!>>								
1363906399447.00	738.02	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.30 Amps\n']-> <<IGNORED!>>								
pause <1363906398781	#VALUE!	1363906462701> =63920												
1363906465303 <<pause ENDED!>> time before next action = 2602	#VALUE!													
1363906465303.00	803.87	 'user'	 'resistor.8'	 'sprite'	 'movedComponent'	 'x = 6.4295850387323'	 'y = 5.597330678207322'	 'x2 = 7.528085038732303'	 'y2 = 5.597330678207322\n']-> 1363906465303:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906469068.00	807.64	 'user'	 'resetAllButton'	 'button'	 'pressed'	 '\n']-> <<IGNORED!>>								
1363906469069.00	807.64	 'system'	 'resetAllConfirmationDialog'	 'dialog'	 'windowOpened'	 '\n']-> <<IGNORED!>>								
1363906469237.00	807.81	 'system'	 'phetFrame'	 'window'	 'deactivated'	 '\n']-> <<IGNORED!>>								
1363906470247.00	808.82	 'user'	 'resetAllConfirmationDialogYesButton'	 'button'	 'pressed'	 '\n']-> 1363906470247:pressed.resetAllConfirmationDialogYesButton -> None	Reset	reset	resetAll					
1363906470252.00	808.82	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906470252:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906470294.00	808.86	 'user'	 'wire.0'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470294:removedComponent.wire -> None	Revise	remove	wire					
1363906470431.00	809.00	 'user'	 'battery.0'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470431:removedComponent.battery -> None	Revise	remove	battery					
1363906470497.00	809.07	 'user'	 'wire.1'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470497:removedComponent.wire -> None	Revise	remove	wire					
1363906470581.00	809.15	 'user'	 'wire.2'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470581:removedComponent.wire -> None	Revise	remove	wire					
1363906470648.00	809.22	 'user'	 'wire.3'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470648:removedComponent.wire -> None	Revise	remove	wire					
1363906470713.00	809.28	 'user'	 'wire.4'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470713:removedComponent.wire -> None	Revise	remove	wire					
1363906470764.00	809.33	 'user'	 'resistor.0'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470764:removedComponent.resistor -> None	Revise	remove	resistor					
1363906470805.00	809.37	 'user'	 'wire.5'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470805:removedComponent.wire -> None	Revise	remove	wire					
1363906470869.00	809.44	 'user'	 'wire.6'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470869:removedComponent.wire -> None	Revise	remove	wire					
1363906470922.00	809.49	 'user'	 'resistor.1'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470922:removedComponent.resistor -> None	Revise	remove	resistor					
1363906470954.00	809.52	 'user'	 'resistor.2'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470954:removedComponent.resistor -> None	Revise	remove	resistor					
1363906470996.00	809.57	 'user'	 'resistor.3'	 'sprite'	 'removedComponent'	 '\n']-> 1363906470996:removedComponent.resistor -> None	Revise	remove	resistor					
1363906471047.00	809.62	 'user'	 'resistor.4'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471047:removedComponent.resistor -> None	Revise	remove	resistor					
1363906471114.00	809.68	 'user'	 'wire.7'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471114:removedComponent.wire -> None	Revise	remove	wire					
1363906471178.00	809.75	 'user'	 'wire.8'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471178:removedComponent.wire -> None	Revise	remove	wire					
1363906471242.00	809.81	 'user'	 'wire.9'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471242:removedComponent.wire -> None	Revise	remove	wire					
1363906471338.00	809.91	 'user'	 'wire.10'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471338:removedComponent.wire -> None	Revise	remove	wire					
1363906471400.00	809.97	 'user'	 'wire.11'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471400:removedComponent.wire -> None	Revise	remove	wire					
1363906471465.00	810.03	 'user'	 'wire.12'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471465:removedComponent.wire -> None	Revise	remove	wire					
1363906471532.00	810.10	 'user'	 'wire.13'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471532:removedComponent.wire -> None	Revise	remove	wire					
1363906471610.00	810.18	 'user'	 'wire.15'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471610:removedComponent.wire -> None	Revise	remove	wire					
1363906471682.00	810.25	 'user'	 'wire.16'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471682:removedComponent.wire -> None	Revise	remove	wire					
1363906471744.00	810.31	 'user'	 'wire.18'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471744:removedComponent.wire -> None	Revise	remove	wire					
1363906471810.00	810.38	 'user'	 'wire.19'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471810:removedComponent.wire -> None	Revise	remove	wire					
1363906471906.00	810.48	 'user'	 'wire.21'	 'sprite'	 'removedComponent'	 '\n']-> 1363906471906:removedComponent.wire -> None	Revise	remove	wire					
1363906472004.00	810.57	 'user'	 'wire.22'	 'sprite'	 'removedComponent'	 '\n']-> 1363906472004:removedComponent.wire -> None	Revise	remove	wire					
1363906472098.00	810.67	 'user'	 'wire.23'	 'sprite'	 'removedComponent'	 '\n']-> 1363906472098:removedComponent.wire -> None	Revise	remove	wire					
1363906472206.00	810.78	 'user'	 'wire.24'	 'sprite'	 'removedComponent'	 '\n']-> 1363906472206:removedComponent.wire -> None	Revise	remove	wire					
1363906472295.00	810.86	 'user'	 'wire.25'	 'sprite'	 'removedComponent'	 '\n']-> 1363906472295:removedComponent.wire -> None	Revise	remove	wire					
1363906472361.00	810.93	 'user'	 'wire.26'	 'sprite'	 'removedComponent'	 '\n']-> 1363906472361:removedComponent.wire -> None	Revise	remove	wire					
1363906472433.00	811.00	 'user'	 'resistor.7'	 'sprite'	 'removedComponent'	 '\n']-> 1363906472433:removedComponent.resistor -> None	Revise	remove	resistor					
1363906472497.00	811.07	 'user'	 'wire.27'	 'sprite'	 'removedComponent'	 '\n']-> 1363906472497:removedComponent.wire -> None	Revise	remove	wire					
1363906472609.00	811.18	 'user'	 'resistor.8'	 'sprite'	 'removedComponent'	 '\n']-> 1363906472609:removedComponent.resistor -> None	Revise	remove	resistor					
1363906472649.00	811.22	 'system'	 'phetFrame'	 'window'	 'activated'	 '\n']-> <<IGNORED!>>								
1363906472670.00	811.24	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> 1363906472670:connectionBroken.voltmeterRedLeadModel -> None	Test	endMeasure	voltmeter					
1363906472670.00	811.24	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> 1363906472670:connectionBroken.voltmeterBlackLeadModel -> None	Test	endMeasure	voltmeter					
1363906472685.00	811.25	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906476997.00	815.57	 'user'	 'battery.1'	 'sprite'	 'addedComponent'	 '\n']-> 1363906476997:addedComponent.battery -> None	Build	add	battery					
1363906479587.00	818.16	 'user'	 'wire.28'	 'sprite'	 'addedComponent'	 '\n']-> 1363906479587:addedComponent.wire -> None	Build	add	wire					
1363906481391.00	819.96	 'model'	 'junction.212'	 'junction'	 'junctionFormed'	 'component = battery.1.startJunction'	 'component = wire.28.endJunction\n']-> 1363906481391:junctionFormed.junction -> None	Build	join	wire				
1363906481896.00	820.47	 'user'	 'junction.210'	 'sprite'	 'movedJunction'	 'x = 0.17054263565891473'	 'y = 7.9689922480620154'	 'component = wire.28.startJunction\n']-> 1363906481896:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906482974.00	821.54	 'user'	 'junction.210'	 'sprite'	 'movedJunction'	 'x = 0.6046511627906976'	 'y = 7.953488372093023'	 'component = wire.28.startJunction\n']-> 1363906482974:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906484146.00	822.72	 'user'	 'resistor.9'	 'sprite'	 'addedComponent'	 '\n']-> 1363906484146:addedComponent.resistor -> None	Build	add	resistor					
1363906484463.00	823.03	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = junction: 213	 branches: resistor.9'	 'voltageAddon = 0.0\n']-> <<IGNORED!>>						
1363906484484.00	823.05	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> <<IGNORED!>>								
1363906484577.00	823.15	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = junction: 214	 branches: resistor.9'	 'voltageAddon = 0.0\n']-> <<IGNORED!>>						
1363906484595.00	823.16	 'model'	 'voltmeterRedLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> <<IGNORED!>>								
1363906486395.00	824.96	 'user'	 'wire.29'	 'sprite'	 'addedComponent'	 '\n']-> 1363906486395:addedComponent.wire -> None	Build	add	wire					
1363906487751.00	826.32	 'model'	 'junction.217'	 'junction'	 'junctionFormed'	 'component = battery.1.endJunction'	 'component = wire.29.startJunction\n']-> 1363906487751:junctionFormed.junction -> None	Build	join	wire				
1363906488685.00	827.25	 'user'	 'junction.216'	 'sprite'	 'movedJunction'	 'x = 2.952350775193799'	 'y = 6.3565891472868215'	 'component = wire.29.endJunction\n']-> 1363906488685:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906488762.00	827.33	 'model'	 'junction.218'	 'junction'	 'junctionFormed'	 'component = resistor.9.endJunction'	 'component = wire.29.endJunction\n']-> 1363906488762:junctionFormed.junction -> None	Build	join	wire				
1363906490637.00	829.21	 'user'	 'junction.210'	 'sprite'	 'movedJunction'	 'x = 1.8538507751937976'	 'y = 6.3565891472868215'	 'component = wire.28.startJunction\n']-> 1363906490637:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906490702.00	829.27	 'model'	 'junction.219'	 'junction'	 'junctionFormed'	 'component = wire.28.startJunction'	 'component = resistor.9.startJunction\n']-> 1363906490702:junctionFormed.junction -> light_intensity	Revise	join	wire				
1363906491250.00	829.82	 'model'	 'battery.1'	 'modelElement'	 'currentChanged'	 'current = 0.90\n']-> <<IGNORED!>>								
1363906492556.00	831.13	 'user'	 'wire.30'	 'sprite'	 'addedComponent'	 '\n']-> 1363906492556:addedComponent.wire -> None	Build	add	wire					
1363906492960.00	831.53	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = junction: 220	 branches: wire.30'	 'voltageAddon = 0.0\n']-> <<IGNORED!>>						
1363906492974.00	831.54	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> <<IGNORED!>>								
1363906492976.00	831.55	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.30\n']-> <<IGNORED!>>								
1363906492980.00	831.55	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906493491.00	832.06	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906494527.00	833.10	 'user'	 'resistor.10'	 'sprite'	 'addedComponent'	 '\n']-> 1363906494527:addedComponent.resistor -> None	Build	add	resistor					
1363906494869.00	833.44	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = junction: 222	 branches: resistor.10'	 'voltageAddon = 0.0\n']-> <<IGNORED!>>						
1363906494946.00	833.52	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> <<IGNORED!>>								
1363906495024.00	833.59	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = junction: 222	 branches: resistor.10'	 'voltageAddon = 0.0\n']-> <<IGNORED!>>						
1363906495113.00	833.68	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> <<IGNORED!>>								
1363906495992.00	834.56	 'model'	 'junction.224'	 'junction'	 'junctionFormed'	 'component = wire.30.endJunction'	 'component = resistor.10.startJunction\n']-> 1363906495992:junctionFormed.junction -> None	Build	join	resistor				
1363906497297.00	835.87	 'user'	 'wire.31'	 'sprite'	 'addedComponent'	 '\n']-> 1363906497297:addedComponent.wire -> None	Build	add	wire					
1363906498613.00	837.18	 'model'	 'junction.227'	 'junction'	 'junctionFormed'	 'component = resistor.10.endJunction'	 'component = wire.31.startJunction\n']-> 1363906498613:junctionFormed.junction -> None	Build	join	wire				
1363906505533.00	844.10	 'user'	 'junction.226'	 'sprite'	 'movedJunction'	 'x = 9.03875968992248'	 'y = 6.124031007751938'	 'component = wire.31.endJunction\n']-> 1363906505533:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906506679.00	845.25	 'user'	 'resistor.11'	 'sprite'	 'addedComponent'	 '\n']-> 1363906506679:addedComponent.resistor -> None	Build	add	resistor					
1363906507824.00	846.39	 'model'	 'junction.230'	 'junction'	 'junctionFormed'	 'component = wire.31.endJunction'	 'component = resistor.11.startJunction\n']-> 1363906507824:junctionFormed.junction -> None	Build	join	resistor				
1363906508849.00	847.42	 'user'	 'battery.2'	 'sprite'	 'addedComponent'	 '\n']-> 1363906508849:addedComponent.battery -> None	Build	add	battery					
